scene_id,mock_date,data_category,data_json
5,2025-09-28,iqc_record,"{""iqc_no"": ""IQC-20250928-001"", ""material"": ""电解液"", ""supplier"": ""A供应商"", ""batch_no"": ""BAT-1782"", ""inspect_date"": ""2025-09-28"", ""total_qty"": 2453, ""sample_qty"": 36, ""defect_qty"": 5, ""result"": ""PASS"", ""defect_items"": ""包装""}"
5,2025-09-17,iqc_record,"{""iqc_no"": ""IQC-20250917-002"", ""material"": ""正极材料"", ""supplier"": ""D供应商"", ""batch_no"": ""BAT-9782"", ""inspect_date"": ""2025-09-17"", ""total_qty"": 634, ""sample_qty"": 50, ""defect_qty"": 21, ""result"": ""FAIL"", ""defect_items"": ""包装"", ""disposition"": ""让步接收""}"
5,2025-09-09,iqc_record,"{""iqc_no"": ""IQC-20250909-003"", ""material"": ""负极材料"", ""supplier"": ""A供应商"", ""batch_no"": ""BAT-6780"", ""inspect_date"": ""2025-09-09"", ""total_qty"": 2470, ""sample_qty"": 46, ""defect_qty"": 3, ""result"": ""PASS"", ""defect_items"": ""粒度""}"
5,2025-09-10,iqc_record,"{""iqc_no"": ""IQC-20250910-004"", ""material"": ""铝箔"", ""supplier"": ""C供应商"", ""batch_no"": ""BAT-2108"", ""inspect_date"": ""2025-09-10"", ""total_qty"": 4809, ""sample_qty"": 44, ""defect_qty"": 21, ""result"": ""FAIL"", ""defect_items"": ""包装"", ""disposition"": ""退货""}"
5,2025-09-19,iqc_record,"{""iqc_no"": ""IQC-20250919-005"", ""material"": ""隔膜"", ""supplier"": ""D供应商"", ""batch_no"": ""BAT-7116"", ""inspect_date"": ""2025-09-19"", ""total_qty"": 2577, ""sample_qty"": 11, ""defect_qty"": 16, ""result"": ""FAIL"", ""defect_items"": """", ""disposition"": ""挑选使用""}"
5,2025-09-24,iqc_record,"{""iqc_no"": ""IQC-20250924-006"", ""material"": ""铝箔"", ""supplier"": ""A供应商"", ""batch_no"": ""BAT-6447"", ""inspect_date"": ""2025-09-24"", ""total_qty"": 1592, ""sample_qty"": 12, ""defect_qty"": 2, ""result"": ""PASS"", ""defect_items"": ""包装""}"
5,2025-09-21,iqc_record,"{""iqc_no"": ""IQC-20250921-007"", ""material"": ""铝箔"", ""supplier"": ""D供应商"", ""batch_no"": ""BAT-8840"", ""inspect_date"": ""2025-09-21"", ""total_qty"": 1993, ""sample_qty"": 18, ""defect_qty"": 0, ""result"": ""PASS"", ""defect_items"": ""标识""}"
5,2025-09-07,iqc_record,"{""iqc_no"": ""IQC-20250907-008"", ""material"": ""隔膜"", ""supplier"": ""B供应商"", ""batch_no"": ""BAT-1717"", ""inspect_date"": ""2025-09-07"", ""total_qty"": 2134, ""sample_qty"": 12, ""defect_qty"": 15, ""result"": ""FAIL"", ""defect_items"": ""磁性物"", ""disposition"": ""报废""}"
5,2025-09-05,iqc_record,"{""iqc_no"": ""IQC-20250905-009"", ""material"": ""铜箔"", ""supplier"": ""A供应商"", ""batch_no"": ""BAT-4131"", ""inspect_date"": ""2025-09-05"", ""total_qty"": 2843, ""sample_qty"": 32, ""defect_qty"": 0, ""result"": ""PASS"", ""defect_items"": ""标识""}"
5,2025-09-21,iqc_record,"{""iqc_no"": ""IQC-20250921-010"", ""material"": ""电解液"", ""supplier"": ""C供应商"", ""batch_no"": ""BAT-8159"", ""inspect_date"": ""2025-09-21"", ""total_qty"": 3776, ""sample_qty"": 38, ""defect_qty"": 17, ""result"": ""FAIL"", ""defect_items"": ""磁性物"", ""disposition"": ""让步接收""}"
