scene_id,mock_date,data_category,data_json
6,2025-10-01,pmp_fpy,"{""date"": ""2025-10-01"", ""process"": ""混料"", ""fpy"": 97.85, ""input_qty"": 317, ""output_qty"": 310, ""defect_rate"": 3.69, ""alarm_count"": 0, ""machine_id"": ""MC-03""}"
6,2025-10-01,pmp_fpy,"{""date"": ""2025-10-01"", ""process"": ""烧结"", ""fpy"": 96.41, ""input_qty"": 373, ""output_qty"": 359, ""defect_rate"": 3.2, ""alarm_count"": 0, ""machine_id"": ""MC-03""}"
6,2025-10-01,pmp_fpy,"{""date"": ""2025-10-01"", ""process"": ""粉碎"", ""fpy"": 96.64, ""input_qty"": 249, ""output_qty"": 240, ""defect_rate"": 3.85, ""alarm_count"": 0, ""machine_id"": ""MC-03""}"
6,2025-10-01,pmp_fpy,"{""date"": ""2025-10-01"", ""process"": ""分级"", ""fpy"": 96.45, ""input_qty"": 257, ""output_qty"": 247, ""defect_rate"": 3.8, ""alarm_count"": 0, ""machine_id"": ""MC-03""}"
6,2025-10-01,pmp_fpy,"{""date"": ""2025-10-01"", ""process"": ""包装"", ""fpy"": 97.2, ""input_qty"": 380, ""output_qty"": 369, ""defect_rate"": 1.23, ""alarm_count"": 0, ""machine_id"": ""MC-04""}"
6,2025-10-02,pmp_fpy,"{""date"": ""2025-10-02"", ""process"": ""混料"", ""fpy"": 95.61, ""input_qty"": 289, ""output_qty"": 276, ""defect_rate"": 2.46, ""alarm_count"": 2, ""machine_id"": ""MC-03""}"
6,2025-10-02,pmp_fpy,"{""date"": ""2025-10-02"", ""process"": ""烧结"", ""fpy"": 94.93, ""input_qty"": 373, ""output_qty"": 354, ""defect_rate"": 2.4, ""alarm_count"": 3, ""machine_id"": ""MC-03""}"
6,2025-10-02,pmp_fpy,"{""date"": ""2025-10-02"", ""process"": ""粉碎"", ""fpy"": 97.84, ""input_qty"": 237, ""output_qty"": 231, ""defect_rate"": 1.52, ""alarm_count"": 0, ""machine_id"": ""MC-03""}"
6,2025-10-02,pmp_fpy,"{""date"": ""2025-10-02"", ""process"": ""分级"", ""fpy"": 97.84, ""input_qty"": 220, ""output_qty"": 215, ""defect_rate"": 1.71, ""alarm_count"": 0, ""machine_id"": ""MC-04""}"
6,2025-10-02,pmp_fpy,"{""date"": ""2025-10-02"", ""process"": ""包装"", ""fpy"": 96.8, ""input_qty"": 391, ""output_qty"": 378, ""defect_rate"": 2.18, ""alarm_count"": 0, ""machine_id"": ""MC-02""}"
6,2025-10-03,pmp_fpy,"{""date"": ""2025-10-03"", ""process"": ""混料"", ""fpy"": 97.4, ""input_qty"": 269, ""output_qty"": 262, ""defect_rate"": 3.77, ""alarm_count"": 0, ""machine_id"": ""MC-03""}"
6,2025-10-03,pmp_fpy,"{""date"": ""2025-10-03"", ""process"": ""烧结"", ""fpy"": 94.98, ""input_qty"": 357, ""output_qty"": 339, ""defect_rate"": 3.09, ""alarm_count"": 1, ""machine_id"": ""MC-02""}"
6,2025-10-03,pmp_fpy,"{""date"": ""2025-10-03"", ""process"": ""粉碎"", ""fpy"": 94.68, ""input_qty"": 335, ""output_qty"": 317, ""defect_rate"": 1.29, ""alarm_count"": 1, ""machine_id"": ""MC-01""}"
6,2025-10-03,pmp_fpy,"{""date"": ""2025-10-03"", ""process"": ""分级"", ""fpy"": 94.85, ""input_qty"": 284, ""output_qty"": 269, ""defect_rate"": 3.01, ""alarm_count"": 0, ""machine_id"": ""MC-02""}"
6,2025-10-03,pmp_fpy,"{""date"": ""2025-10-03"", ""process"": ""包装"", ""fpy"": 94.52, ""input_qty"": 340, ""output_qty"": 321, ""defect_rate"": 3.92, ""alarm_count"": 1, ""machine_id"": ""MC-04""}"
6,2025-10-04,pmp_fpy,"{""date"": ""2025-10-04"", ""process"": ""混料"", ""fpy"": 96.79, ""input_qty"": 321, ""output_qty"": 310, ""defect_rate"": 2.17, ""alarm_count"": 0, ""machine_id"": ""MC-02""}"
6,2025-10-04,pmp_fpy,"{""date"": ""2025-10-04"", ""process"": ""烧结"", ""fpy"": 97.15, ""input_qty"": 273, ""output_qty"": 265, ""defect_rate"": 1.62, ""alarm_count"": 0, ""machine_id"": ""MC-01""}"
6,2025-10-04,pmp_fpy,"{""date"": ""2025-10-04"", ""process"": ""粉碎"", ""fpy"": 97.68, ""input_qty"": 222, ""output_qty"": 216, ""defect_rate"": 2.78, ""alarm_count"": 0, ""machine_id"": ""MC-02""}"
6,2025-10-04,pmp_fpy,"{""date"": ""2025-10-04"", ""process"": ""分级"", ""fpy"": 96.37, ""input_qty"": 385, ""output_qty"": 371, ""defect_rate"": 3.48, ""alarm_count"": 0, ""machine_id"": ""MC-01""}"
6,2025-10-04,pmp_fpy,"{""date"": ""2025-10-04"", ""process"": ""包装"", ""fpy"": 97.7, ""input_qty"": 244, ""output_qty"": 238, ""defect_rate"": 1.96, ""alarm_count"": 0, ""machine_id"": ""MC-02""}"
6,2025-10-05,pmp_fpy,"{""date"": ""2025-10-05"", ""process"": ""混料"", ""fpy"": 97.77, ""input_qty"": 209, ""output_qty"": 204, ""defect_rate"": 3.99, ""alarm_count"": 0, ""machine_id"": ""MC-04""}"
6,2025-10-05,pmp_fpy,"{""date"": ""2025-10-05"", ""process"": ""烧结"", ""fpy"": 97.26, ""input_qty"": 247, ""output_qty"": 240, ""defect_rate"": 3.78, ""alarm_count"": 0, ""machine_id"": ""MC-03""}"
6,2025-10-05,pmp_fpy,"{""date"": ""2025-10-05"", ""process"": ""粉碎"", ""fpy"": 97.57, ""input_qty"": 202, ""output_qty"": 197, ""defect_rate"": 1.54, ""alarm_count"": 0, ""machine_id"": ""MC-05""}"
6,2025-10-05,pmp_fpy,"{""date"": ""2025-10-05"", ""process"": ""分级"", ""fpy"": 94.88, ""input_qty"": 285, ""output_qty"": 270, ""defect_rate"": 1.5, ""alarm_count"": 3, ""machine_id"": ""MC-02""}"
6,2025-10-05,pmp_fpy,"{""date"": ""2025-10-05"", ""process"": ""包装"", ""fpy"": 97.48, ""input_qty"": 319, ""output_qty"": 310, ""defect_rate"": 1.45, ""alarm_count"": 0, ""machine_id"": ""MC-01""}"
6,2025-10-06,pmp_fpy,"{""date"": ""2025-10-06"", ""process"": ""混料"", ""fpy"": 95.66, ""input_qty"": 387, ""output_qty"": 370, ""defect_rate"": 2.11, ""alarm_count"": 2, ""machine_id"": ""MC-02""}"
6,2025-10-06,pmp_fpy,"{""date"": ""2025-10-06"", ""process"": ""烧结"", ""fpy"": 94.55, ""input_qty"": 286, ""output_qty"": 270, ""defect_rate"": 3.27, ""alarm_count"": 1, ""machine_id"": ""MC-02""}"
6,2025-10-06,pmp_fpy,"{""date"": ""2025-10-06"", ""process"": ""粉碎"", ""fpy"": 96.64, ""input_qty"": 363, ""output_qty"": 350, ""defect_rate"": 3.64, ""alarm_count"": 0, ""machine_id"": ""MC-04""}"
6,2025-10-06,pmp_fpy,"{""date"": ""2025-10-06"", ""process"": ""分级"", ""fpy"": 96.3, ""input_qty"": 222, ""output_qty"": 213, ""defect_rate"": 1.9, ""alarm_count"": 0, ""machine_id"": ""MC-01""}"
6,2025-10-06,pmp_fpy,"{""date"": ""2025-10-06"", ""process"": ""包装"", ""fpy"": 95.15, ""input_qty"": 235, ""output_qty"": 223, ""defect_rate"": 2.17, ""alarm_count"": 1, ""machine_id"": ""MC-01""}"
6,2025-10-07,pmp_fpy,"{""date"": ""2025-10-07"", ""process"": ""混料"", ""fpy"": 95.41, ""input_qty"": 260, ""output_qty"": 248, ""defect_rate"": 2.06, ""alarm_count"": 2, ""machine_id"": ""MC-03""}"
6,2025-10-07,pmp_fpy,"{""date"": ""2025-10-07"", ""process"": ""烧结"", ""fpy"": 95.56, ""input_qty"": 385, ""output_qty"": 367, ""defect_rate"": 2.51, ""alarm_count"": 2, ""machine_id"": ""MC-03""}"
6,2025-10-07,pmp_fpy,"{""date"": ""2025-10-07"", ""process"": ""粉碎"", ""fpy"": 96.92, ""input_qty"": 215, ""output_qty"": 208, ""defect_rate"": 2.84, ""alarm_count"": 0, ""machine_id"": ""MC-04""}"
6,2025-10-07,pmp_fpy,"{""date"": ""2025-10-07"", ""process"": ""分级"", ""fpy"": 95.57, ""input_qty"": 303, ""output_qty"": 289, ""defect_rate"": 2.9, ""alarm_count"": 2, ""machine_id"": ""MC-01""}"
6,2025-10-07,pmp_fpy,"{""date"": ""2025-10-07"", ""process"": ""包装"", ""fpy"": 96.74, ""input_qty"": 275, ""output_qty"": 266, ""defect_rate"": 1.79, ""alarm_count"": 0, ""machine_id"": ""MC-02""}"
6,2025-10-08,pmp_fpy,"{""date"": ""2025-10-08"", ""process"": ""混料"", ""fpy"": 95.27, ""input_qty"": 234, ""output_qty"": 222, ""defect_rate"": 2.17, ""alarm_count"": 3, ""machine_id"": ""MC-05""}"
6,2025-10-08,pmp_fpy,"{""date"": ""2025-10-08"", ""process"": ""烧结"", ""fpy"": 95.81, ""input_qty"": 379, ""output_qty"": 363, ""defect_rate"": 2.42, ""alarm_count"": 3, ""machine_id"": ""MC-05""}"
6,2025-10-08,pmp_fpy,"{""date"": ""2025-10-08"", ""process"": ""粉碎"", ""fpy"": 97.31, ""input_qty"": 255, ""output_qty"": 248, ""defect_rate"": 3.17, ""alarm_count"": 0, ""machine_id"": ""MC-05""}"
6,2025-10-08,pmp_fpy,"{""date"": ""2025-10-08"", ""process"": ""分级"", ""fpy"": 97.56, ""input_qty"": 220, ""output_qty"": 214, ""defect_rate"": 2.34, ""alarm_count"": 0, ""machine_id"": ""MC-05""}"
6,2025-10-08,pmp_fpy,"{""date"": ""2025-10-08"", ""process"": ""包装"", ""fpy"": 96.96, ""input_qty"": 219, ""output_qty"": 212, ""defect_rate"": 3.71, ""alarm_count"": 0, ""machine_id"": ""MC-01""}"
6,2025-10-09,pmp_fpy,"{""date"": ""2025-10-09"", ""process"": ""混料"", ""fpy"": 94.72, ""input_qty"": 340, ""output_qty"": 322, ""defect_rate"": 3.66, ""alarm_count"": 1, ""machine_id"": ""MC-05""}"
6,2025-10-09,pmp_fpy,"{""date"": ""2025-10-09"", ""process"": ""烧结"", ""fpy"": 96.38, ""input_qty"": 242, ""output_qty"": 233, ""defect_rate"": 1.65, ""alarm_count"": 0, ""machine_id"": ""MC-05""}"
6,2025-10-09,pmp_fpy,"{""date"": ""2025-10-09"", ""process"": ""粉碎"", ""fpy"": 96.05, ""input_qty"": 374, ""output_qty"": 359, ""defect_rate"": 1.22, ""alarm_count"": 0, ""machine_id"": ""MC-05""}"
6,2025-10-09,pmp_fpy,"{""date"": ""2025-10-09"", ""process"": ""分级"", ""fpy"": 96.21, ""input_qty"": 330, ""output_qty"": 317, ""defect_rate"": 2.06, ""alarm_count"": 0, ""machine_id"": ""MC-01""}"
6,2025-10-09,pmp_fpy,"{""date"": ""2025-10-09"", ""process"": ""包装"", ""fpy"": 96.09, ""input_qty"": 331, ""output_qty"": 318, ""defect_rate"": 1.95, ""alarm_count"": 0, ""machine_id"": ""MC-05""}"
6,2025-10-10,pmp_fpy,"{""date"": ""2025-10-10"", ""process"": ""混料"", ""fpy"": 94.7, ""input_qty"": 318, ""output_qty"": 301, ""defect_rate"": 2.85, ""alarm_count"": 2, ""machine_id"": ""MC-01""}"
6,2025-10-10,pmp_fpy,"{""date"": ""2025-10-10"", ""process"": ""烧结"", ""fpy"": 95.89, ""input_qty"": 200, ""output_qty"": 191, ""defect_rate"": 3.11, ""alarm_count"": 0, ""machine_id"": ""MC-01""}"
6,2025-10-10,pmp_fpy,"{""date"": ""2025-10-10"", ""process"": ""粉碎"", ""fpy"": 95.98, ""input_qty"": 379, ""output_qty"": 363, ""defect_rate"": 0.72, ""alarm_count"": 0, ""machine_id"": ""MC-01""}"
6,2025-10-10,pmp_fpy,"{""date"": ""2025-10-10"", ""process"": ""分级"", ""fpy"": 97.95, ""input_qty"": 320, ""output_qty"": 313, ""defect_rate"": 0.61, ""alarm_count"": 0, ""machine_id"": ""MC-04""}"
6,2025-10-10,pmp_fpy,"{""date"": ""2025-10-10"", ""process"": ""包装"", ""fpy"": 95.13, ""input_qty"": 234, ""output_qty"": 222, ""defect_rate"": 3.18, ""alarm_count"": 3, ""machine_id"": ""MC-03""}"
6,2025-10-11,pmp_fpy,"{""date"": ""2025-10-11"", ""process"": ""混料"", ""fpy"": 97.97, ""input_qty"": 297, ""output_qty"": 290, ""defect_rate"": 2.07, ""alarm_count"": 0, ""machine_id"": ""MC-04""}"
6,2025-10-11,pmp_fpy,"{""date"": ""2025-10-11"", ""process"": ""烧结"", ""fpy"": 94.18, ""input_qty"": 369, ""output_qty"": 347, ""defect_rate"": 3.56, ""alarm_count"": 1, ""machine_id"": ""MC-03""}"
6,2025-10-11,pmp_fpy,"{""date"": ""2025-10-11"", ""process"": ""粉碎"", ""fpy"": 94.92, ""input_qty"": 337, ""output_qty"": 319, ""defect_rate"": 1.88, ""alarm_count"": 1, ""machine_id"": ""MC-02""}"
6,2025-10-11,pmp_fpy,"{""date"": ""2025-10-11"", ""process"": ""分级"", ""fpy"": 97.42, ""input_qty"": 393, ""output_qty"": 382, ""defect_rate"": 0.58, ""alarm_count"": 0, ""machine_id"": ""MC-03""}"
6,2025-10-11,pmp_fpy,"{""date"": ""2025-10-11"", ""process"": ""包装"", ""fpy"": 96.12, ""input_qty"": 384, ""output_qty"": 369, ""defect_rate"": 2.41, ""alarm_count"": 0, ""machine_id"": ""MC-05""}"
6,2025-10-12,pmp_fpy,"{""date"": ""2025-10-12"", ""process"": ""混料"", ""fpy"": 95.83, ""input_qty"": 258, ""output_qty"": 247, ""defect_rate"": 1.37, ""alarm_count"": 2, ""machine_id"": ""MC-02""}"
6,2025-10-12,pmp_fpy,"{""date"": ""2025-10-12"", ""process"": ""烧结"", ""fpy"": 94.44, ""input_qty"": 385, ""output_qty"": 363, ""defect_rate"": 3.18, ""alarm_count"": 0, ""machine_id"": ""MC-04""}"
6,2025-10-12,pmp_fpy,"{""date"": ""2025-10-12"", ""process"": ""粉碎"", ""fpy"": 96.65, ""input_qty"": 204, ""output_qty"": 197, ""defect_rate"": 1.34, ""alarm_count"": 0, ""machine_id"": ""MC-01""}"
6,2025-10-12,pmp_fpy,"{""date"": ""2025-10-12"", ""process"": ""分级"", ""fpy"": 94.85, ""input_qty"": 208, ""output_qty"": 197, ""defect_rate"": 2.06, ""alarm_count"": 0, ""machine_id"": ""MC-02""}"
6,2025-10-12,pmp_fpy,"{""date"": ""2025-10-12"", ""process"": ""包装"", ""fpy"": 97.09, ""input_qty"": 302, ""output_qty"": 293, ""defect_rate"": 2.04, ""alarm_count"": 0, ""machine_id"": ""MC-05""}"
6,2025-10-13,pmp_fpy,"{""date"": ""2025-10-13"", ""process"": ""混料"", ""fpy"": 95.26, ""input_qty"": 398, ""output_qty"": 379, ""defect_rate"": 0.7, ""alarm_count"": 2, ""machine_id"": ""MC-02""}"
6,2025-10-13,pmp_fpy,"{""date"": ""2025-10-13"", ""process"": ""烧结"", ""fpy"": 94.23, ""input_qty"": 281, ""output_qty"": 264, ""defect_rate"": 2.52, ""alarm_count"": 2, ""machine_id"": ""MC-02""}"
6,2025-10-13,pmp_fpy,"{""date"": ""2025-10-13"", ""process"": ""粉碎"", ""fpy"": 95.56, ""input_qty"": 236, ""output_qty"": 225, ""defect_rate"": 3.95, ""alarm_count"": 1, ""machine_id"": ""MC-04""}"
6,2025-10-13,pmp_fpy,"{""date"": ""2025-10-13"", ""process"": ""分级"", ""fpy"": 95.55, ""input_qty"": 215, ""output_qty"": 205, ""defect_rate"": 2.45, ""alarm_count"": 1, ""machine_id"": ""MC-04""}"
6,2025-10-13,pmp_fpy,"{""date"": ""2025-10-13"", ""process"": ""包装"", ""fpy"": 96.45, ""input_qty"": 212, ""output_qty"": 204, ""defect_rate"": 3.9, ""alarm_count"": 0, ""machine_id"": ""MC-04""}"
6,2025-10-14,pmp_fpy,"{""date"": ""2025-10-14"", ""process"": ""混料"", ""fpy"": 97.25, ""input_qty"": 281, ""output_qty"": 273, ""defect_rate"": 2.94, ""alarm_count"": 0, ""machine_id"": ""MC-04""}"
6,2025-10-14,pmp_fpy,"{""date"": ""2025-10-14"", ""process"": ""烧结"", ""fpy"": 95.02, ""input_qty"": 296, ""output_qty"": 281, ""defect_rate"": 1.14, ""alarm_count"": 3, ""machine_id"": ""MC-02""}"
6,2025-10-14,pmp_fpy,"{""date"": ""2025-10-14"", ""process"": ""粉碎"", ""fpy"": 97.47, ""input_qty"": 276, ""output_qty"": 269, ""defect_rate"": 3.5, ""alarm_count"": 0, ""machine_id"": ""MC-02""}"
6,2025-10-14,pmp_fpy,"{""date"": ""2025-10-14"", ""process"": ""分级"", ""fpy"": 97.32, ""input_qty"": 214, ""output_qty"": 208, ""defect_rate"": 2.47, ""alarm_count"": 0, ""machine_id"": ""MC-04""}"
6,2025-10-14,pmp_fpy,"{""date"": ""2025-10-14"", ""process"": ""包装"", ""fpy"": 96.45, ""input_qty"": 234, ""output_qty"": 225, ""defect_rate"": 1.86, ""alarm_count"": 0, ""machine_id"": ""MC-03""}"
6,2025-10-15,pmp_fpy,"{""date"": ""2025-10-15"", ""process"": ""混料"", ""fpy"": 95.21, ""input_qty"": 365, ""output_qty"": 347, ""defect_rate"": 0.78, ""alarm_count"": 3, ""machine_id"": ""MC-03""}"
6,2025-10-15,pmp_fpy,"{""date"": ""2025-10-15"", ""process"": ""烧结"", ""fpy"": 94.82, ""input_qty"": 385, ""output_qty"": 365, ""defect_rate"": 3.4, ""alarm_count"": 0, ""machine_id"": ""MC-03""}"
6,2025-10-15,pmp_fpy,"{""date"": ""2025-10-15"", ""process"": ""粉碎"", ""fpy"": 95.82, ""input_qty"": 354, ""output_qty"": 339, ""defect_rate"": 2.61, ""alarm_count"": 0, ""machine_id"": ""MC-02""}"
6,2025-10-15,pmp_fpy,"{""date"": ""2025-10-15"", ""process"": ""分级"", ""fpy"": 97.32, ""input_qty"": 350, ""output_qty"": 340, ""defect_rate"": 3.04, ""alarm_count"": 0, ""machine_id"": ""MC-05""}"
6,2025-10-15,pmp_fpy,"{""date"": ""2025-10-15"", ""process"": ""包装"", ""fpy"": 95.26, ""input_qty"": 253, ""output_qty"": 241, ""defect_rate"": 3.54, ""alarm_count"": 2, ""machine_id"": ""MC-03""}"
6,2025-10-16,pmp_fpy,"{""date"": ""2025-10-16"", ""process"": ""混料"", ""fpy"": 97.85, ""input_qty"": 203, ""output_qty"": 198, ""defect_rate"": 1.24, ""alarm_count"": 0, ""machine_id"": ""MC-02""}"
6,2025-10-16,pmp_fpy,"{""date"": ""2025-10-16"", ""process"": ""烧结"", ""fpy"": 97.87, ""input_qty"": 230, ""output_qty"": 225, ""defect_rate"": 3.11, ""alarm_count"": 0, ""machine_id"": ""MC-04""}"
6,2025-10-16,pmp_fpy,"{""date"": ""2025-10-16"", ""process"": ""粉碎"", ""fpy"": 97.7, ""input_qty"": 378, ""output_qty"": 369, ""defect_rate"": 2.62, ""alarm_count"": 0, ""machine_id"": ""MC-02""}"
6,2025-10-16,pmp_fpy,"{""date"": ""2025-10-16"", ""process"": ""分级"", ""fpy"": 95.89, ""input_qty"": 261, ""output_qty"": 250, ""defect_rate"": 2.43, ""alarm_count"": 2, ""machine_id"": ""MC-04""}"
6,2025-10-16,pmp_fpy,"{""date"": ""2025-10-16"", ""process"": ""包装"", ""fpy"": 96.13, ""input_qty"": 366, ""output_qty"": 351, ""defect_rate"": 1.76, ""alarm_count"": 0, ""machine_id"": ""MC-03""}"
6,2025-10-17,pmp_fpy,"{""date"": ""2025-10-17"", ""process"": ""混料"", ""fpy"": 95.76, ""input_qty"": 327, ""output_qty"": 313, ""defect_rate"": 2.13, ""alarm_count"": 3, ""machine_id"": ""MC-03""}"
6,2025-10-17,pmp_fpy,"{""date"": ""2025-10-17"", ""process"": ""烧结"", ""fpy"": 97.7, ""input_qty"": 294, ""output_qty"": 287, ""defect_rate"": 1.6, ""alarm_count"": 0, ""machine_id"": ""MC-01""}"
6,2025-10-17,pmp_fpy,"{""date"": ""2025-10-17"", ""process"": ""粉碎"", ""fpy"": 96.47, ""input_qty"": 256, ""output_qty"": 246, ""defect_rate"": 3.09, ""alarm_count"": 0, ""machine_id"": ""MC-01""}"
6,2025-10-17,pmp_fpy,"{""date"": ""2025-10-17"", ""process"": ""分级"", ""fpy"": 95.41, ""input_qty"": 349, ""output_qty"": 332, ""defect_rate"": 2.53, ""alarm_count"": 3, ""machine_id"": ""MC-03""}"
6,2025-10-17,pmp_fpy,"{""date"": ""2025-10-17"", ""process"": ""包装"", ""fpy"": 95.03, ""input_qty"": 284, ""output_qty"": 269, ""defect_rate"": 1.31, ""alarm_count"": 1, ""machine_id"": ""MC-04""}"
6,2025-10-18,pmp_fpy,"{""date"": ""2025-10-18"", ""process"": ""混料"", ""fpy"": 96.43, ""input_qty"": 375, ""output_qty"": 361, ""defect_rate"": 1.68, ""alarm_count"": 0, ""machine_id"": ""MC-04""}"
6,2025-10-18,pmp_fpy,"{""date"": ""2025-10-18"", ""process"": ""烧结"", ""fpy"": 97.88, ""input_qty"": 364, ""output_qty"": 356, ""defect_rate"": 3.09, ""alarm_count"": 0, ""machine_id"": ""MC-04""}"
6,2025-10-18,pmp_fpy,"{""date"": ""2025-10-18"", ""process"": ""粉碎"", ""fpy"": 95.09, ""input_qty"": 290, ""output_qty"": 275, ""defect_rate"": 1.09, ""alarm_count"": 3, ""machine_id"": ""MC-02""}"
6,2025-10-18,pmp_fpy,"{""date"": ""2025-10-18"", ""process"": ""分级"", ""fpy"": 97.71, ""input_qty"": 338, ""output_qty"": 330, ""defect_rate"": 3.97, ""alarm_count"": 0, ""machine_id"": ""MC-01""}"
6,2025-10-18,pmp_fpy,"{""date"": ""2025-10-18"", ""process"": ""包装"", ""fpy"": 96.33, ""input_qty"": 219, ""output_qty"": 210, ""defect_rate"": 3.81, ""alarm_count"": 0, ""machine_id"": ""MC-01""}"
6,2025-10-19,pmp_fpy,"{""date"": ""2025-10-19"", ""process"": ""混料"", ""fpy"": 97.18, ""input_qty"": 305, ""output_qty"": 296, ""defect_rate"": 0.98, ""alarm_count"": 0, ""machine_id"": ""MC-02""}"
6,2025-10-19,pmp_fpy,"{""date"": ""2025-10-19"", ""process"": ""烧结"", ""fpy"": 94.74, ""input_qty"": 238, ""output_qty"": 225, ""defect_rate"": 0.53, ""alarm_count"": 3, ""machine_id"": ""MC-03""}"
6,2025-10-19,pmp_fpy,"{""date"": ""2025-10-19"", ""process"": ""粉碎"", ""fpy"": 94.71, ""input_qty"": 363, ""output_qty"": 343, ""defect_rate"": 2.83, ""alarm_count"": 3, ""machine_id"": ""MC-04""}"
6,2025-10-19,pmp_fpy,"{""date"": ""2025-10-19"", ""process"": ""分级"", ""fpy"": 94.56, ""input_qty"": 336, ""output_qty"": 317, ""defect_rate"": 2.43, ""alarm_count"": 0, ""machine_id"": ""MC-01""}"
6,2025-10-19,pmp_fpy,"{""date"": ""2025-10-19"", ""process"": ""包装"", ""fpy"": 96.35, ""input_qty"": 270, ""output_qty"": 260, ""defect_rate"": 2.38, ""alarm_count"": 0, ""machine_id"": ""MC-03""}"
6,2025-10-20,pmp_fpy,"{""date"": ""2025-10-20"", ""process"": ""混料"", ""fpy"": 94.56, ""input_qty"": 378, ""output_qty"": 357, ""defect_rate"": 2.86, ""alarm_count"": 1, ""machine_id"": ""MC-01""}"
6,2025-10-20,pmp_fpy,"{""date"": ""2025-10-20"", ""process"": ""烧结"", ""fpy"": 97.71, ""input_qty"": 334, ""output_qty"": 326, ""defect_rate"": 1.02, ""alarm_count"": 0, ""machine_id"": ""MC-02""}"
6,2025-10-20,pmp_fpy,"{""date"": ""2025-10-20"", ""process"": ""粉碎"", ""fpy"": 96.67, ""input_qty"": 264, ""output_qty"": 255, ""defect_rate"": 3.35, ""alarm_count"": 0, ""machine_id"": ""MC-03""}"
6,2025-10-20,pmp_fpy,"{""date"": ""2025-10-20"", ""process"": ""分级"", ""fpy"": 97.28, ""input_qty"": 220, ""output_qty"": 214, ""defect_rate"": 1.81, ""alarm_count"": 0, ""machine_id"": ""MC-04""}"
6,2025-10-20,pmp_fpy,"{""date"": ""2025-10-20"", ""process"": ""包装"", ""fpy"": 96.11, ""input_qty"": 262, ""output_qty"": 251, ""defect_rate"": 3.97, ""alarm_count"": 0, ""machine_id"": ""MC-02""}"
6,2025-10-21,pmp_fpy,"{""date"": ""2025-10-21"", ""process"": ""混料"", ""fpy"": 95.55, ""input_qty"": 220, ""output_qty"": 210, ""defect_rate"": 2.79, ""alarm_count"": 0, ""machine_id"": ""MC-01""}"
6,2025-10-21,pmp_fpy,"{""date"": ""2025-10-21"", ""process"": ""烧结"", ""fpy"": 95.92, ""input_qty"": 296, ""output_qty"": 283, ""defect_rate"": 2.43, ""alarm_count"": 0, ""machine_id"": ""MC-01""}"
